user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
ERR1018261_M2-PK653A.SZAXPI015257-56_bin.12	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	GCF_027667425.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	98.45	0.88	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_900772675.1, s__Fusicatenibacter sp900772675, 95.0, 91.49, 0.251; GCA_963596755.1, s__Fusicatenibacter sp963596755, 95.0, 89.81, 0.402; GCA_963661155.1, s__Fusicatenibacter massiliensis_A, 95.0, 88.89, 0.361	N/A	N/A	N/A	N/A
ERR1018262_M2-PK656A.SZAXPI015258-57_bin.19	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp003525075	GCA_003525075.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp003525075	98.49	0.723	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_934141145.1, s__CAG-433 sp934141145, 95.0, 89.48, 0.19; GCA_934131055.1, s__CAG-245 sp934131055, 95.45, 93.98, 0.354; GCA_934122085.1, s__CAG-269 sp934122085, 95.0, 93.69, 0.451; GCA_963618275.1, s__Faecalibacillus sp963618275, 95.0, 91.57, 0.26; GCF_003024675.1, s__Faecalibacillus faecis, 95.0, 92.88, 0.231; GCA_000433675.1, s__CAG-433 sp000433675, 95.0, 98.15, 0.796; GCA_934149245.1, s__RUG11198 sp934149245, 95.0, 96.11, 0.517; GCA_900546245.1, s__CAG-433 sp900546245, 95.0, 93.56, 0.451; GCA_019423565.1, s__CAG-433 sp019423565, 95.49, 95.32, 0.517; GCA_000438255.1, s__CAG-269 sp000438255, 95.0, 95.24, 0.17; GCA_934119935.1, s__CAG-245 sp934119935, 95.0, 93.28, 0.158; GCA_001916055.1, s__CAG-269 sp001916055, 95.0, 97.67, 0.568; GCF_003024685.1, s__Faecalibacillus intestinalis, 95.0, 98.0, 0.438; GCA_900761475.1, s__CAG-245 sp900761475, 95.0, 92.11, 0.274; GCA_934141555.1, s__CAG-269 sp934141555, 95.0, 93.54, 0.483; GCA_001915995.1, s__CAG-269 sp001915995, 95.0, 94.06, 0.514; GCA_934129895.1, s__CAG-269 sp934129895, 95.0, 89.92, 0.184; GCA_000435175.1, s__CAG-245 sp000435175, 95.0, 94.96, 0.406; GCA_030540195.1, s__Faecalibacillus sp030540195, 95.0, 91.07, 0.209; GCA_958421935.1, s__Faecalibacillus sp900544435, 95.0, 90.71, 0.323; GCA_934120045.1, s__CAG-269 sp934120045, 95.33, 94.74, 0.529	N/A	N/A	N/A	N/A
ERR1018263_M2-PK659A.SZAXPI015259-62_bin.35	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900539695	GCA_025758045.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900539695	98.21	0.869	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_004554775.1, s__Gemmiger variabilis_B, 95.0, 88.67, 0.498; GCA_963588145.1, s__Gemmiger sp963588145, 95.0, 89.49, 0.516; GCA_963655125.1, s__Gemmiger sp963655125, 95.0, 90.63, 0.601	N/A	N/A	N/A	N/A
ERR1018265_M2-PK699A.SZAXPI015261-75_bin.50	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	GCF_000011065.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	98.5	0.74	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_947646015.1, s__Bacteroides sp947646015, 95.0, 98.86, 0.181; GCA_900755095.1, s__Bacteroides sp900755095, 95.0, 94.43, 0.181; GCA_019412825.1, s__Bacteroides thetaiotaomicron_A, 95.0, 95.65, 0.629; GCA_948847595.1, s__Bacteroides sp948847595, 95.0, 94.37, 0.257; GCF_900106755.1, s__Bacteroides faecis, 95.0, 89.48, 0.42	N/A	N/A	N/A	N/A
ERR1018266_M2-PK701A.SZAXPI015262-79_bin.69	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella clara	GCF_000233955.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella clara	98.19	0.834	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_000205165.1, s__Paraprevotella xylaniphila, 95.0, 92.45, 0.651	N/A	N/A	N/A	N/A
ERR1018266_M2-PK701A.SZAXPI015262-79_bin.8	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
ERR1018268_M2-PK708A.SZAXPI015264-87_bin.17	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
ERR1018269_M2-PK710A.SZAXPI015265-88_bin.46	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	GCF_900167555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	97.93	0.885	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_024462815.1, s__Gemmiger sp900554145, 95.0, 85.51, 0.244; GCF_018784445.1, s__Gemmiger sp900540775, 95.0, 87.42, 0.385; GCA_934502625.1, s__Gemmiger sp934502625, 95.0, 87.73, 0.305; GCA_025757985.1, s__Gemmiger sp900540595, 95.0, 87.6, 0.377	N/A	N/A	N/A	N/A
ERR1018270_M2-PK712A.SZAXPI015266-89_bin.4	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.2%)
ERR1018271_M2-PK723A.SZAXPI015267-102_bin.36	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinale	GCF_040096305.1	95.12	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinale	97.75	0.816	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_905215855.1, s__Ruminococcoides sp905215855, 95.0, 94.28, 0.69; GCF_002834225.1, s__Ruminococcoides bromii, 95.0, 94.88, 0.727; GCA_902771755.1, s__Ruminococcoides sp902771755, 95.0, 91.91, 0.611; GCA_902766775.1, s__Ruminococcoides sp902766775, 95.0, 90.48, 0.543	N/A	N/A	N/A	N/A
ERR1018273_M2-PK729A.SZAXPI015269-94_bin.39	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	GCF_900167555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	97.72	0.834	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_018784445.1, s__Gemmiger sp900540775, 95.0, 87.37, 0.34; GCA_934502625.1, s__Gemmiger sp934502625, 95.0, 86.93, 0.302; GCF_024462815.1, s__Gemmiger sp900554145, 95.0, 86.32, 0.234; GCA_025757985.1, s__Gemmiger sp900540595, 95.0, 88.03, 0.348	N/A	N/A	N/A	N/A
ERR1018275_M2-PK732A.SZAXPI015271-93_bin.29	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	GCF_900167555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	98.09	0.858	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_025757985.1, s__Gemmiger sp900540595, 95.0, 87.53, 0.373; GCF_018784445.1, s__Gemmiger sp900540775, 95.0, 87.18, 0.37; GCF_024462815.1, s__Gemmiger sp900554145, 95.0, 85.95, 0.269; GCA_934502625.1, s__Gemmiger sp934502625, 95.0, 87.7, 0.316	N/A	N/A	N/A	N/A
ERR1018276_M2-PK750A.SZAXPI015272-108_bin.12	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	GCF_000011065.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	98.04	0.73	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_958387885.1, s__Bacteroides sp019412865, 95.22, 90.14, 0.245; GCF_002222615.2, s__Bacteroides caccae, 95.0, 93.59, 0.395; GCA_900556625.1, s__Bacteroides sp900556625, 95.0, 92.22, 0.301; GCA_947646015.1, s__Bacteroides sp947646015, 95.0, 97.97, 0.392; GCA_019412825.1, s__Bacteroides thetaiotaomicron_A, 95.0, 95.16, 0.596; GCF_028539415.1, s__Bacteroides cellulosilyticus, 95.26, 98.43, 0.217; GCF_001314995.1, s__Bacteroides ovatus, 95.0, 91.22, 0.263; GCA_948847595.1, s__Bacteroides sp948847595, 95.0, 94.47, 0.357; GCA_019117555.1, s__Bacteroides intestinigallinarum, 95.0, 88.97, 0.206; GCA_948742525.1, s__Bacteroides caecimuris_A, 95.0, 89.33, 0.208; GCF_000210075.1, s__Bacteroides xylanisolvens, 95.0, 91.43, 0.267; GCA_900755095.1, s__Bacteroides sp900755095, 95.0, 95.25, 0.411; GCF_009193295.2, s__Bacteroides luhongzhouii, 95.0, 90.09, 0.226; GCA_900759525.1, s__Bacteroides sp900759525, 95.0, 95.13, 0.183; GCA_947038155.1, s__Bacteroides sp947038155, 95.0, 93.17, 0.4; GCF_001688725.2, s__Bacteroides caecimuris, 95.89, 89.13, 0.181; GCF_034291875.1, s__Bacteroides vicugnae, 95.0, 87.42, 0.183; GCF_900106755.1, s__Bacteroides faecis, 95.0, 89.51, 0.435	N/A	N/A	N/A	N/A
ERR1018276_M2-PK750A.SZAXPI015272-108_bin.5	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_A	GCF_009680455.1	95.58	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_A	97.79	0.765	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963654395.1, s__Lachnospira sp963654395, 95.0, 86.74, 0.246; GCF_000146185.1, s__Lachnospira eligens, 95.0, 95.01, 0.68; GCA_963590775.1, s__Lachnospira sp963590775, 95.0, 90.03, 0.535; GCA_963597265.1, s__Lachnospira sp963597265, 95.0, 89.97, 0.54; GCA_945910225.1, s__Lachnospira sp945910225, 95.0, 86.56, 0.315; GCA_030537195.1, s__Lachnospira sp030537195, 95.0, 89.58, 0.538; GCA_019424245.1, s__Lachnospira sp019424245, 95.0, 97.21, 0.468; GCF_003458705.1, s__Lachnospira sp003537285, 95.44, 94.4, 0.645; GCA_934343805.1, s__Lachnospira sp934343805, 95.0, 88.22, 0.365; GCA_003464165.1, s__Lachnospira sp003451515, 95.0, 94.99, 0.686	N/A	N/A	N/A	N/A
ERR1018277_M2-PK751A.SZAXPI015273-95_bin.51	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	GCF_900167555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	98.02	0.88	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_018784445.1, s__Gemmiger sp900540775, 95.0, 87.17, 0.385; GCA_934502625.1, s__Gemmiger sp934502625, 95.0, 87.41, 0.311; GCF_024462815.1, s__Gemmiger sp900554145, 95.0, 85.24, 0.242; GCA_025757985.1, s__Gemmiger sp900540595, 95.0, 87.0, 0.36	N/A	N/A	N/A	N/A
ERR1018278_M2-PK797A.SZAXPI015274-111_bin.30	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	GCF_900167555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	98.07	0.873	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_025757985.1, s__Gemmiger sp900540595, 95.0, 87.23, 0.379; GCA_934502625.1, s__Gemmiger sp934502625, 95.0, 87.32, 0.298; GCF_024462815.1, s__Gemmiger sp900554145, 95.0, 85.76, 0.238; GCF_018784445.1, s__Gemmiger sp900540775, 95.0, 87.35, 0.386	N/A	N/A	N/A	N/A
ERR1018280_M2-PK045A.SZAXPI017452-17_bin.31	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus intestinalis	GCF_003024685.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus intestinalis	98.76	0.788	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_030540195.1, s__Faecalibacillus sp030540195, 95.0, 89.79, 0.4; GCA_958421935.1, s__Faecalibacillus sp900544435, 95.0, 92.92, 0.597; GCA_963618275.1, s__Faecalibacillus sp963618275, 95.0, 91.45, 0.495; GCF_003024675.1, s__Faecalibacillus faecis, 95.0, 90.56, 0.446	N/A	N/A	N/A	N/A
ERR1018281_M2-PK046A.SZAXPI017453-19_bin.50	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	GCF_003697165.2	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	96.83	0.858	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_028994555.1, s__Citrobacter_A amalonaticus_G, 95.0, 82.24, 0.154; GCF_014836715.1, s__Escherichia whittamii, 95.0, 91.58, 0.717; GCF_036503815.1, s__Escherichia coli_F, 95.84, 96.03, 0.856; GCF_004211955.1, s__Escherichia sp004211955, 95.0, 93.0, 0.745; GCA_011881725.1, s__Escherichia coli_E, 95.0, 91.77, 0.693; GCF_031323975.1, s__Escherichia ruysiae, 95.0, 92.42, 0.746; GCF_002965065.1, s__Escherichia sp002965065, 95.0, 94.4, 0.673; GCF_000759775.1, s__Escherichia albertii, 95.0, 89.99, 0.577; GCF_001559075.2, s__Citrobacter_A amalonaticus_F, 95.0, 82.62, 0.157; GCF_000026225.1, s__Escherichia fergusonii, 95.0, 91.48, 0.477; GCF_002900365.1, s__Escherichia marmotae, 95.0, 90.83, 0.667; GCF_000759835.1, s__Citrobacter_A sedlakii, 95.0, 82.12, 0.152; GCF_005843885.1, s__Escherichia sp005843885, 95.0, 92.97, 0.739; GCF_000759755.1, s__Citrobacter werkmanii, 95.0, 82.01, 0.151	N/A	N/A	N/A	N/A
